Query,Response,neg,neu,pos,compound
dating will be the furthest thing from my mind,thats what you say now wait till youre,0.0,1.0,0.0,0.0
does your girlfriend ever make you angry,sometimes,0.355,0.645,0.0,-0.5106
sometimes,what does she do,0.0,1.0,0.0,0.0
what does she do,just yesterday i told her i wouldnt trade her for all the money in the world,0.0,1.0,0.0,0.0
just yesterday i told her i wouldnt trade her for all the money in the world,that was a nice thing to say,0.0,1.0,0.0,0.0
that was a nice thing to say,thats what i thought,0.0,0.641,0.359,0.4215
thats what i thought,what did she say,0.0,1.0,0.0,0.0
what did she say,she laughed she didnt believe me,0.0,1.0,0.0,0.0
she laughed she didnt believe me,that wasnt very nice of her,0.0,0.603,0.397,0.5093
that wasnt very nice of her,she said that nothing is more important to me than money,0.338,0.662,0.0,-0.3713
she said that nothing is more important to me than money,what did you say,0.153,0.847,0.0,-0.2044
what did you say,i told her i wouldnt trade her for any other woman in the world,0.0,1.0,0.0,0.0
some people have good noses,i wish i had a good nose mine is way too big,0.0,0.58,0.42,0.4404
i wish i had a good nose mine is way too big,i dont mean goodlooking i mean goodsmelling,0.0,0.556,0.444,0.6808
i dont mean goodlooking i mean goodsmelling,oh but that can be a curse,0.0,1.0,0.0,0.0
oh but that can be a curse,yes because you can be too sensitive to odors,0.487,0.513,0.0,-0.6956
yes because you can be too sensitive to odors,ill say my girlfriend has a nose like a drug dog,0.0,0.748,0.252,0.4019
ill say my girlfriend has a nose like a drug dog,did she catch you using drugs,0.0,0.762,0.238,0.3612
did she catch you using drugs,sort of she knows whenever i sneak a cigarette,0.0,1.0,0.0,0.0
sort of she knows whenever i sneak a cigarette,you dont need a good nose for thatcigarettes stink,0.0,1.0,0.0,0.0
you dont need a good nose for thatcigarettes stink,but when i sneak just one cigarette in the morning she can smell it that evening,0.46,0.54,0.0,-0.6256
but when i sneak just one cigarette in the morning she can smell it that evening,boy that is a good nose,0.0,1.0,0.0,0.0
boy that is a good nose,i told her she should apply for a job at customs,0.0,0.58,0.42,0.4404
lets go out to eat,that sounds like fun,0.0,1.0,0.0,0.0
that sounds like fun,where do you want to go,0.0,0.256,0.744,0.7003
where do you want to go,let me think a minute,0.0,0.794,0.206,0.0772
let me think a minute,i feel like chinese,0.0,1.0,0.0,0.0
i feel like chinese,that sounds delicious,0.0,0.444,0.556,0.3612
that sounds delicious,i know a good chinese restaurant,0.0,0.351,0.649,0.5719
i know a good chinese restaurant,how far away is it,0.0,0.508,0.492,0.4404
how far away is it,its only minutes from here,0.0,1.0,0.0,0.0
its only minutes from here,do we need reservations,0.0,1.0,0.0,0.0
do we need reservations,oh no we can walk right in,0.0,1.0,0.0,0.0
oh no we can walk right in,lets go now im hungry,0.268,0.732,0.0,-0.296
i cant believe how long this line is,this is a popular restaurant isnt it,0.0,1.0,0.0,0.0
this is a popular restaurant isnt it,yes but it isnt a fastfood restaurant is it,0.0,0.641,0.359,0.4215
yes but it isnt a fastfood restaurant is it,its the slowest hamburger in town,0.0,0.791,0.209,0.2144
its the slowest hamburger in town,thats because they cook it while you wait,0.0,1.0,0.0,0.0
thats because they cook it while you wait,yes thats why its also the best hamburger in town,0.0,1.0,0.0,0.0
yes thats why its also the best hamburger in town,a great burger and great service,0.0,0.537,0.463,0.7845
a great burger and great service,yes the workers are very polite,0.0,0.268,0.732,0.8481
yes the workers are very polite,and theyre clean,0.0,0.649,0.351,0.4019
and theyre clean,ive been coming here for years,0.0,0.426,0.574,0.4019
ive been coming here for years,me too,0.0,1.0,0.0,0.0
me too,excuse me they just called my number,0.0,1.0,0.0,0.0
lunch was delicious,thank you,0.0,0.351,0.649,0.5719
thank you,what kind of soup was that,0.0,0.286,0.714,0.3612
what kind of soup was that,it was tomato soup,0.0,1.0,0.0,0.0
it was tomato soup,that tasted so good,0.0,1.0,0.0,0.0
that tasted so good,i put lemon and butter in it,0.0,0.445,0.555,0.5777
i put lemon and butter in it,the sandwich was good too,0.0,1.0,0.0,0.0
the sandwich was good too,everyone likes bacon and tomato sandwiches,0.0,0.58,0.42,0.4404
everyone likes bacon and tomato sandwiches,especially on toast,0.0,0.641,0.359,0.4215
especially on toast,and the pickles were great too,0.0,1.0,0.0,0.0
and the pickles were great too,tomorrow well have rice and fish for lunch,0.0,0.549,0.451,0.6249
tomorrow well have rice and fish for lunch,i cant wait,0.0,1.0,0.0,0.0
im calling the waiter,whats the matter,0.0,1.0,0.0,0.0
whats the matter,this steak has too much fat,0.0,0.645,0.355,0.0258
this steak has too much fat,what do you want the waiter to do,0.0,1.0,0.0,0.0
what do you want the waiter to do,bring me a better steak,0.0,0.843,0.157,0.0772
bring me a better steak,i wouldnt do that,0.0,0.508,0.492,0.4404
i wouldnt do that,why not,0.0,1.0,0.0,0.0
why not,they will drop the new steak on the floor step on it and then spit on it,0.0,1.0,0.0,0.0
they will drop the new steak on the floor step on it and then spit on it,youre crazy,0.116,0.884,0.0,-0.2732
youre crazy,then the waiter will give you a big smile as he brings you the new steak,0.706,0.294,0.0,-0.34
then the waiter will give you a big smile as he brings you the new steak,where do you get these crazy ideas,0.0,0.848,0.152,0.3612
where do you get these crazy ideas,i used to cook in a restaurant,0.286,0.714,0.0,-0.34
lets leave,but we just got here,0.545,0.455,0.0,-0.0516
but we just got here,did you see the waiters hands,0.0,1.0,0.0,0.0
did you see the waiters hands,no,0.0,1.0,0.0,0.0
no,he had dirty fingernails,1.0,0.0,0.0,-0.296
he had dirty fingernails,really,0.492,0.508,0.0,-0.4404
really,his nails were black,0.0,1.0,0.0,0.0
his nails were black,thats disgusting,0.0,1.0,0.0,0.0
thats disgusting,and he poured water into our glasses,0.773,0.227,0.0,-0.5267
and he poured water into our glasses,yuck no water for me,0.0,1.0,0.0,0.0
yuck no water for me,i wonder if the cooks nails are dirty too,0.384,0.616,0.0,-0.3595
i wonder if the cooks nails are dirty too,who cares lets get out of here,0.293,0.707,0.0,-0.4404
this hot bread is delicious,i like this restaurant because they give you free bread,0.0,0.519,0.481,0.5719
i like this restaurant because they give you free bread,well i think we are paying for it,0.0,0.547,0.453,0.7003
well i think we are paying for it,no look at the bill when we get it theres no charge for the bread,0.0,0.741,0.259,0.2732
no look at the bill when we get it theres no charge for the bread,it is delicious especially with butter,0.253,0.747,0.0,-0.5267
it is delicious especially with butter,i think we should just leave after we fill up on the bread,0.0,0.575,0.425,0.5719
i think we should just leave after we fill up on the bread,they probably wouldnt like that,0.098,0.902,0.0,-0.0516
they probably wouldnt like that,im eating so much bread that im getting full,0.345,0.655,0.0,-0.2755
im eating so much bread that im getting full,then stop eating the bread,0.0,1.0,0.0,0.0
then stop eating the bread,okay just one more piece pass the butter please,0.384,0.616,0.0,-0.3595
okay just one more piece pass the butter please,if i owned a restaurant i would never serve hot bread before the main course,0.0,0.625,0.375,0.4939
if i owned a restaurant i would never serve hot bread before the main course,thats terrible i would never go to your restaurant,0.0,1.0,0.0,0.0
is this a clean restaurant,well the tables and chairs look okay,0.0,0.526,0.474,0.4019
well the tables and chairs look okay,okay lets sit down,0.0,0.556,0.444,0.4588
okay lets sit down,check out the silverware,0.0,0.612,0.388,0.2263
check out the silverware,it passes inspection,0.0,1.0,0.0,0.0
it passes inspection,here comes the waiter see if his hands and nails are clean,0.0,1.0,0.0,0.0
here comes the waiter see if his hands and nails are clean,well the waiter looked clean so i guess its okay to eat here,0.0,0.803,0.197,0.4019
well the waiter looked clean so i guess its okay to eat here,youre forgetting about the bathroom,0.0,0.564,0.436,0.7152
youre forgetting about the bathroom,im going to just hope that the bathroom is clean,0.0,1.0,0.0,0.0
im going to just hope that the bathroom is clean,youre not going to examine it before we order dinner,0.0,0.588,0.412,0.6808
youre not going to examine it before we order dinner,no id rather not find out that its dirty because im pretty hungry right now,0.0,1.0,0.0,0.0
no id rather not find out that its dirty because im pretty hungry right now,me too lets forget about germs and focus on food,0.251,0.591,0.158,-0.2263
have you seen our waiter,here he comes now,0.0,1.0,0.0,0.0
here he comes now,weve been sitting here for almost minutes,0.0,1.0,0.0,0.0
weve been sitting here for almost minutes,oops i guess i was wrong that isnt our waiter,0.0,1.0,0.0,0.0
oops i guess i was wrong that isnt our waiter,we can give him five more minutes and then leave,0.307,0.693,0.0,-0.4767
we can give him five more minutes and then leave,ill go up front and talk to the manager,0.118,0.882,0.0,-0.0516
ill go up front and talk to the manager,thats a good idea,0.0,1.0,0.0,0.0
thats a good idea,maybe theyll give us free drinks for waiting so long,0.0,0.408,0.592,0.4404
maybe theyll give us free drinks for waiting so long,maybe hell send us our waiter immediately,0.0,0.732,0.268,0.5106
maybe hell send us our waiter immediately,every time we eat out its an adventure,0.0,1.0,0.0,0.0
every time we eat out its an adventure,last time we got seats next to the kitchen,0.0,0.753,0.247,0.3182
last time we got seats next to the kitchen,well never go there again,0.0,1.0,0.0,0.0
is this table okay,no its too close to the kitchen door,0.0,0.612,0.388,0.2263
no its too close to the kitchen door,how about this table,0.239,0.761,0.0,-0.296
how about this table,no its too close to the front door,0.0,1.0,0.0,0.0
no its too close to the front door,this looks like a nice table,0.239,0.761,0.0,-0.296
this looks like a nice table,no its too close to the salad bar,0.0,0.361,0.639,0.6486
no its too close to the salad bar,okay i give up,0.239,0.761,0.0,-0.296
okay i give up,well there is one good table,0.0,0.513,0.487,0.2263
well there is one good table,great which one,0.0,0.444,0.556,0.6124
great which one,that one a group of eight just sat down at it,0.0,0.328,0.672,0.6249
i dont believe the art world,what is it this time,0.0,1.0,0.0,0.0
what is it this time,an andy warhol drawing,0.0,1.0,0.0,0.0
an andy warhol drawing,hes a famous artist,0.0,1.0,0.0,0.0
hes a famous artist,he drew two butterflies and a flower on a napkin in a restaurant,0.0,1.0,0.0,0.0
he drew two butterflies and a flower on a napkin in a restaurant,did he sign it,0.0,1.0,0.0,0.0
did he sign it,yes,0.0,1.0,0.0,0.0
yes,is it beautiful,0.0,0.0,1.0,0.4019
is it beautiful,its just black ink on a white napkin and the napkin has food stains,0.0,0.339,0.661,0.5994
its just black ink on a white napkin and the napkin has food stains,so its not worth much,0.0,1.0,0.0,0.0
so its not worth much,only about,0.325,0.675,0.0,-0.2334
only about,without the food stains it would probably be worth more,0.0,1.0,0.0,0.0
can we go to the baseball game,of course,0.0,1.0,0.0,0.0
of course,i love baseball,0.0,1.0,0.0,0.0
i love baseball,so do i,0.0,0.192,0.808,0.6369
so do i,i love to eat the peanuts,0.0,1.0,0.0,0.0
i love to eat the peanuts,i love to eat the hot dogs,0.0,0.488,0.512,0.6369
i love to eat the hot dogs,i hope well see a home run,0.0,0.543,0.457,0.6369
i hope well see a home run,i hope well catch a foul ball,0.0,0.58,0.42,0.4404
i hope well catch a foul ball,bring a jacket,0.0,0.58,0.42,0.4404
bring a jacket,yes it gets a little cool at night,0.0,1.0,0.0,0.0
yes it gets a little cool at night,bring a glove to catch a foul ball,0.0,0.515,0.485,0.5729
bring a glove to catch a foul ball,no ill just use my cap to catch a foul ball,0.0,1.0,0.0,0.0
golf is a silly game,it certainly is,0.0,0.732,0.268,0.0258
it certainly is,you hit a white ball,0.0,0.455,0.545,0.34
you hit a white ball,and then you chase it,0.0,1.0,0.0,0.0
and then you chase it,and then you hit it again,0.0,1.0,0.0,0.0
and then you hit it again,finally you put the ball into a hole in the ground,0.0,1.0,0.0,0.0
finally you put the ball into a hole in the ground,you do this times because there are holes,0.0,1.0,0.0,0.0
you do this times because there are holes,whats the point,0.0,1.0,0.0,0.0
whats the point,how can it be fun,0.0,1.0,0.0,0.0
how can it be fun,they pay money to play this silly game,0.0,0.548,0.452,0.5106
they pay money to play this silly game,i think golfers have a mental problem,0.137,0.489,0.374,0.3436
i think golfers have a mental problem,i think theyre nuts,0.403,0.597,0.0,-0.4019
do you want to go fishing,yes thats a good idea,0.0,0.794,0.206,0.0772
yes thats a good idea,where do you want to go,0.0,0.263,0.737,0.6808
where do you want to go,we can go to the river,0.0,0.794,0.206,0.0772
we can go to the river,or we can go to the lake,0.0,1.0,0.0,0.0
or we can go to the lake,or we can go to the ocean,0.0,1.0,0.0,0.0
or we can go to the ocean,lets go to the lake,0.0,1.0,0.0,0.0
lets go to the lake,yes the lake is only miles away,0.0,1.0,0.0,0.0
yes the lake is only miles away,we can be there in minutes,0.0,0.722,0.278,0.4019
we can be there in minutes,ill get our fishing rods,0.0,1.0,0.0,0.0
ill get our fishing rods,ill get the bait,0.0,1.0,0.0,0.0
ill get the bait,well have fresh fish for dinner,0.0,1.0,0.0,0.0
baseball is fun,i like to hit the ball,0.0,0.377,0.623,0.5106
i like to hit the ball,i like to run around the bases,0.0,0.615,0.385,0.3612
i like to run around the bases,i like to slide into the bases,0.0,0.667,0.333,0.3612
i like to slide into the bases,yeah its a lot of fun to slide,0.0,0.667,0.333,0.3612
yeah its a lot of fun to slide,i want to be a baseball player when i grow up,0.0,0.476,0.524,0.6705
i want to be a baseball player when i grow up,me too i want to play for the yankees,0.0,0.843,0.157,0.0772
